# Dataset: GaAs Solar Cell – Relative Reflectance Spectrum
# Source:
# Danica Žilková, Jiří Šilha, Pavel Vojtek, Julian Rodriguez-Villamizar, Julia de León,
# Pavol Matlovič, Katarína Sabolová, Thomas Schildknecht, Juraj Tóth, Robert László,
# Connecting laboratory and spectroscopic observations of aerospace materials to characterize the reflectivity of artificial space objects and debris in LEO regimes,
# Acta Astronautica,
# Volume 236,
# 2025,
# Pages 479–486,
# ISSN 0094-5765,
# https://doi.org/10.1016/j.actaastro.2025.07.003
# Figure/Table: Fig. 3a–b (GaAs solar cell spectrum)
# Measurement Geometry: direct illumination laboratory setup, sample facing light source and spectrograph
# Measurement Environment: laboratory; tungsten–halogen lamp; OceanOptics spectrometer
# Notes: gallium-arsenide (GaAs) solar cell; anti-reflection coated photovoltaic surface; reflectance measured relative to silicon reference and normalized (typically at 550 nm); relative reflectance (not DHR); data digitized from published figure
# Columns: wavelength_nm, relative_reflectance


422.0238095238095, 0.04081632653061212
426.1904761904762, 0.04267161410018549
430.95238095238096, 0.04267161410018549
435.7142857142857, 0.040816326530612124
440.4761904761905, 0.040816326530612124
445.23809523809524, 0.03896103896103895
450.5952380952381, 0.03896103896103896
457.14285714285717, 0.03525046382189244
461.9047619047619, 0.04081632653061212
467.85714285714283, 0.03896103896103896
473.8095238095238, 0.037105751391465575
479.1666666666667, 0.03896103896103898
485.71428571428567, 0.038961038961038995
491.6666666666667, 0.038961038961038946
497.6190476190476, 0.03710575139146559
503.57142857142856, 0.03710575139146556
510.1190476190476, 0.03896103896103899
516.0714285714286, 0.03710575139146562
522.6190476190476, 0.037105751391465616
528.5714285714286, 0.03710575139146557
535.1190476190476, 0.03710575139146563
540.4761904761905, 0.037105751391465595
547.0238095238095, 0.037105751391465554
552.9761904761905, 0.03896103896103891
558.9285714285713, 0.038961038961039016
565.4761904761904, 0.03710575139146553
572.0238095238095, 0.03525046382189241
577.9761904761905, 0.037105751391465575
583.9285714285714, 0.04081632653061218
590.4761904761905, 0.04081632653061214
595.8333333333334, 0.042671614100185544
602.3809523809524, 0.046382189239332
608.9285714285714, 0.04081632653061215
614.8809523809524, 0.042671614100185495
620.8333333333333, 0.040816326530612144
627.3809523809524, 0.03896103896103897
633.3333333333333, 0.037105751391465554
639.2857142857143, 0.03710575139146564
645.2380952380952, 0.03896103896103887
651.1904761904761, 0.04081632653061207
657.7380952380952, 0.04823747680890543
663.6904761904761, 0.05380333951762501
669.047619047619, 0.059369202226345
675.5952380952381, 0.06122448979591834
681.547619047619, 0.05751391465677178
687.5, 0.05565862708719843
694.047619047619, 0.05565862708719848
700, 0.05936920222634496
705.952380952381, 0.0630797773654915
711.9047619047619, 0.0667903525046381
718.452380952381, 0.06493506493506486
723.8095238095239, 0.061224489795918435
729.7619047619048, 0.055658627087198556
735.7142857142858, 0.04823747680890551
741.6666666666667, 0.04267161410018546
747.6190476190477, 0.038961038961038946
753.5714285714286, 0.038961038961038925
759.5238095238095, 0.04823747680890547
764.8809523809523, 0.05751391465677185
769.6428571428571, 0.06679035250463798
774.4047619047619, 0.07977736549165118
779.1666666666667, 0.09090909090909095
783.3333333333335, 0.1057513914656771
787.5, 0.12059369202226354
791.0714285714287, 0.13358070500927627
795.8333333333333, 0.13172541743970317
800, 0.11688311688311691
805.3571428571429, 0.12430426716141008
810.1190476190477, 0.13172541743970317
814.8809523809523, 0.12615955473098334
817.2619047619048, 0.14471243042671622
819.6428571428571, 0.16326530612244897
822.6190476190477, 0.17810760667903525
825.5952380952381, 0.16326530612244897
827.3809523809524, 0.1447124304267163
828.5714285714287, 0.12430426716140987
829.7619047619048, 0.10575139146567712
830.952380952381, 0.08719851576994435
832.7380952380953, 0.06864564007421138
835.1190476190477, 0.05009276437847857
838.6904761904761, 0.0630797773654915
841.0714285714287, 0.08163265306122447
842.2619047619048, 0.10018552875695731
844.047619047619, 0.11873840445269002
845.8333333333333, 0.13729128014842298
848.2142857142857, 0.15398886827458233
852.3809523809523, 0.15027829313543586
854.7619047619048, 0.13172541743970315
856.547619047619, 0.11317254174397028
858.3333333333333, 0.09461966604823745
859.5238095238095, 0.07606679035250463
863.6904761904761, 0.06493506493506507
866.6666666666666, 0.07977736549165108
867.8571428571429, 0.0983302411873841
869.6428571428571, 0.11502782931354341
870.8333333333333, 0.1354359925788499
871.4285714285714, 0.15584415584415573
872.6190476190475, 0.17439703153988853
873.2142857142857, 0.1948051948051947
874.4047619047619, 0.21335807050092748
875.5952380952381, 0.23191094619666042
876.7857142857142, 0.25046382189239347
877.3809523809524, 0.26901669758812613
879.1666666666666, 0.28942486085343233
880.3571428571429, 0.30797773654916527
880.952380952381, 0.32653061224489804
881.547619047619, 0.346938775510204
882.7380952380952, 0.36549165120593685
